id	length	trigger_refs	text
198	614	0	\n\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　Ｖ　　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵ　　　　　\n<13><04>　　　　　　\n<13><04>　　　　　　　\n
199	528	0	\n\n\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　Ｗ　　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶ　　　　\n<13><04>　　　　　\n<13><04>　　　　　　\n
200	442	0	\n\n\n\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　Ｘ　　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷ　　　\n<13><04>　　　　\n<13><04>　　　　　\n
201	356	0	\n\n\n\n\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　Ｙ　\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸ　　\n<13><04>　　　\n<13><04>　　　　\n
202	270	0	\n\n\n\n\n\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　　　　　　　　　　　　　Ｚ\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹ　\n<13><04>　　\n<13><04>　　　\n
203	91	0	\n\n\n\n\n\n\n\n<13><04>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ\n\n\n
204	91	0	\n\n\n\n\n\n\n\n<13><1B>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ\n\n\n
205	91	0	\n\n\n\n\n\n\n\n<13><19>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ\n\n\n
206	91	0	\n\n\n\n\n\n\n\n<13><03>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ\n\n\n
207	91	0	\n\n\n\n\n\n\n\n<13><17>ＡＢＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＹＺ\n\n\n
208	85	0	\n\n\n\n\n\n\n\n<13><17>ＡＣＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＸＺ\n\n\n
209	79	0	\n\n\n\n\n\n\n\n<13><17>ＡＤＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＷＺ\n\n\n
210	73	0	\n\n\n\n\n\n\n\n<13><17>ＡＥＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＶＺ\n\n\n
211	67	0	\n\n\n\n\n\n\n\n<13><17>ＡＦＧＨＩＪＫＬＭＮＯＰＱＲＳＴＵＺ\n\n\n
212	61	0	\n\n\n\n\n\n\n\n<13><17>ＡＧＨＩＪＫＬＭＮＯＰＱＲＳＴＺ\n\n\n
213	55	0	\n\n\n\n\n\n\n\n<13><17>ＡＨＩＪＫＬＭＮＯＰＱＲＴＺ\n\n\n
214	49	0	\n\n\n\n\n\n\n\n<13><17>ＡＩＪＫＬＭＮＯＰＱＴＺ\n\n\n
215	43	0	\n\n\n\n\n\n\n\n<13><17>ＡＪＫＬＭＮＯＰＴＺ\n\n\n
216	37	0	\n\n\n\n\n\n\n\n<13><17>ＡＫＬＭＮＯＴＺ\n\n\n
217	31	0	\n\n\n\n\n\n\n\n<13><17>ＡＬＭＯＴＺ\n\n\n
218	25	0	\n\n\n\n\n\n\n\n<13><17>ＡＯＴＺ\n\n\n
219	25	0	\n\n\n\n\n\n\n\n<13><17>ＡＴＯＺ\n\n\n
220	27	0	\n\n\n\n\n\n\n\n<13><17>Ａ ＴＯ Ｚ\n\n\n
221	27	0	\n\n\n\n\n\n\n\n<13><03>Ａ ＴＯ Ｚ\n\n\n
222	27	0	\n\n\n\n\n\n\n\n<13><19>Ａ ｔｏ Ｚ\n\n\n
223	27	0	\n\n\n\n\n\n\n\n<13><1B>Ａ ｔｏ Ｚ\n\n\n
224	27	0	\n\n\n\n\n\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n
225	27	0	\n\n\n\n\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n
226	27	0	\n\n\n\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n
227	27	0	\n\n\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
228	157	0	<13><04>수많은　소재들　속에서　길을　잃은　당신에\n\n<13><04>확한　방향을　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
229	151	0	<13><04>수많은　소재들　속에서　길을　잃은　당신\n\n<13><04>한　방향을　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
230	145	0	<13><04>수많은　소재들　속에서　길을　잃은　당\n\n<13><04>　방향을　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
231	139	0	<13><04>수많은　소재들　속에서　길을　잃은　\n\n<13><04>방향을　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
232	133	0	<13><04>수많은　소재들　속에서　길을　잃은\n\n<13><04>향을　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
233	127	0	<13><04>수많은　소재들　속에서　길을　잃\n\n<13><04>을　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
234	121	0	<13><04>수많은　소재들　속에서　길을　\n\n<13><04>　알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
235	115	0	<13><04>수많은　소재들　속에서　길을\n\n<13><04>알려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
236	109	0	<13><04>수많은　소재들　속에서　길\n\n<13><04>려주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
237	103	0	<13><04>수많은　소재들　속에서　\n\n<13><04>주는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
238	97	0	<13><04>수많은　소재들　속에서\n\n<13><04>는　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
239	91	0	<13><04>수많은　소재들　속에\n\n<13><04>　길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
240	85	0	<13><04>수많은　소재들　속\n\n<13><04>길잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
241	79	0	<13><04>수많은　소재들　\n\n<13><04>잡이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
242	73	0	<13><04>수많은　소재들\n\n<13><04>이　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
243	67	0	<13><04>수많은　소재\n\n<13><04>　같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
244	61	0	<13><04>수많은　소\n\n<13><04>같은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
245	55	0	<13><04>수많은　\n\n<13><04>은　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
246	49	0	<13><04>수많은\n\n<13><04>　미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
247	43	0	<13><04>수많\n\n<13><04>미궁\n\n<13><04>Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
248	46	0	<13><04>수\n\n<13><04>미궁　\n\n<13><04>　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
249	47	0	\n\n<13><04>미궁　　\n\n<13><04>　　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
250	53	0	\n\n<13><04>미궁　　　\n\n<13><04>　　　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
251	59	0	\n\n<13><04>미궁　　　　\n\n<13><04>　　　　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n
252	39	0	\n\n\n<13><04>미궁　　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n\n
253	36	0	\n\n\n<13><04>미궁　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n\n
254	36	0	\n\n\n<13><11>미궁　Ａ ｔｏ Ｚ\n\n\n\n\n\n\n\n
255	11	0	\n\n\n\n\n\n\n\n\n\n\n
256	517	0	<13><04>애너그램（ＡＮＡＧＲＡＭ）\n\n<13><16>단어나　문장을　구성하고　있는　문자의　순서를　바꾸어　다른　단어나　문장을　만드는　것\n\n<13><1D>ＳＡＴＡＮ　<16>→　<1D>ＳＡＮＴＡ\n\n<13><1D>ＬＩＳＴＥＮ　<16>→　<1D>ＳＩＬＥＮＴ\n\n<13><1D>ＥＬＥＶＥＮ　ＰＬＵＳ　ＴＷＯ　<16>→　<1D>ＴＷＥＬＶＥ　ＰＬＵＳ　ＯＮＥ\n\n<13><1D>ＷＩＬＬＩＡＭ　ＳＨＡＫＥＳＰＥＡＲＥ　　<16>→　<1D>Ｉ　ＡＭ　Ａ　ＷＥＡＫＩＳＨ　<1F>？？？？？？
257	222	0	<13><1E>０<04>과　<1E>１　<04>사이，단순함　속의　무한한　우주\n\n<13><04>두　개의　숫자만으로　세상를　그리는　마법\n\n<13><04>[１＝<1E>１<04>，　２＝<1E>１０<04>，　３　．．．]\n\n<13><04>４＋４０９６＝<07>？
258	935	0	<04>┌─┐┌─┐┌─┐┌─┐┌─┐┌─┐┌─┐　\n<04>│<18>의<04>││<10>은<04>││<08>이<04>││<0E>답<04>││<17>제<04>││<1C>정<04>││<11>문<04>│\n<04>│<18>사<04>││<10>혜<04>││<08>름<04>││<0E>을<04>││<17>주<04>││<1C>치<04>││<11>학<04>│　책들이　뒤죽박죽　꽂혀　있다．\n<04>│<18>가<04>││<10>로<04>││　<04>││　<04>││<17>도<04>││<1C>인<04>││<11>이<04>│　<08>순<11>서<17>대<18>로　<1C>알<0E>맞<10>게　<04>정리해보자．\n<04>│　<04>││<10>부<04>││<08>없<04>││<0E>아<04>││<17>가<04>││<1C>의<04>││　<04>│\n<04>│<18>말<04>││<10>터<04>││<08>는<04>││<0E>는<04>││　<04>││　<04>││<11>있<04>│\n<04>│<18>하<04>││　<04>││　<04>││　<04>││<17>잊<04>││<1C>못<04>││<11>는<04>│\n<04>│<18>는<04>││<10>배<04>││<08>산<04>││<0E>어<04>││<17>힐<04>││<1C>된<04>││　<04>│\n<04>│　<04>││<10>운<04>││<08>대<04>││<0E>머<04>││<17>리<04>││　<04>││<11>풍<04>│\n<04>│<18>독<04>││<10>다<04>││<08>주<04>││<0E>니<04>││<17>야<04>││<1C>입<04>││<11>경<04>│\n<04>└─┘└─┘└─┘└─┘└─┘└─┘└─┘
259	1128	0	　　　　　　　　　　<1B>모스 부호<1E>(Morse Code)\n　　　　　　　　　　<04>: <18>이끼(Moss)<04>, <15>나방(Moth) <04>등으로 각색되어 미궁에서 자주 사용되는 주제.\n　　　　　　　　　　<06>『 긴 막대기 와 짧 / 은막대 기로구 성되어 / 있 으 며 표에따 / 라 』\n　　　　　　　　　　<0F>　　　　　　　　　　　　　　　　&\n　　　　　　　　　　<0E>【 해 석하면 문자열 이 / 나오는 / 방 식 의암호 로 / \n　　　　　　　　　　<0E>　 변 형이쉬 워미궁 에 / 서굉장 히자주 찾 아볼수 / 있는단 골 소재이 】\n　　　　　　　　　　<1B>므로 익혀둘 것을 권장한다. 모스 부호표는 검색을 통해 쉽게 찾아볼 수 있으며\n　　　　　　　　　　<06>영어<04>와 <0E>한글<04>이 각기 다른 부호표를 사용하므로 주의를 요한다.\n　　　　　　　　　　\n　　　　　　　　　　<06>『 ENGLISH 』 <0F>& <0E>【 KOREAN 】 <04>을 단서로 줄 테니, \n　　　　　　　　　　<04>이 문제를 이용해 연습해 보도록 하자. 단, <1F>답은 모두 한글로<04> 입력한다.
260	201	0	<13><04>점자의 기본 구조는 아래와 같다.\n<13><04>1 4\n<13><04>2 5\n<13><04>3 6\n<13><04>기본 구조를 보면 가로읽기가 아닌 <19>세로읽기 방식<04>임을 알 수 있다.\n\n<13><04>Ｑ．<1B>46 234 26<04>, <1B>46 126　<04>＝　<08>？
261	850	0	<13><04>미궁에서 <19>"12"<04>를 생각하면 크게 떠오르는 것들이 있다.\n<13><04>예를 들면 올림포스 12신, 시계, 십이지, 황도 12궁...\n<13><04>그리고 <19>탄생화&탄생석<04>이 있다. <19>탄생화&탄생석<04>은 아래와 같이 구성되어 있다.\n<13><05>(나무위키 25년 4월 27일 탄생화, 25년 4월 21일 탄생석 문서 기준)\n\n<13><04>수선화／가넷　　　　　　　제비꽃／자수정　　　　　　　　수선화／아쿠아마린\n<13><04>스위트피／금강석　　　　　은방울꽃／에메랄드　　　　　　백합／진주　　　　\n<13><04>미나리아재비／루비　　　　글라디올러스／페리도트　　　　물망초／사파이어　\n<13><04>금잔화／단백석　　　　　　국화／토파즈　　　　　　　　　포인세티아／터키석\n\n<12><1E>［<1F>Ｘ<1E>로　페이지　이동　<1F>１／２<1E>］
262	585	0	<13><04>미궁에서 <19>"12"<04>를 생각하면 크게 떠오르는 것들이 있다.\n<13><04>예를 들면 탄생화&탄생석, 시계, 십이지, 황도 12궁...\n<13><04>그리고 <19>올림포스 12신<04>이 있다. <19>올림포스 12신<04>은 아래와 같이 구성되어 있다.\n\n<13><04>제우스　　　　헤라　　　포세이돈　　　데메테르　　아테나　　　　아폴론　　\n<13><04>아르테미스　　아레스　　아프로디테　　헤르메스　　헤파이토스　　디오니소스\n\n<13><04>Ｑ．12신 중 <1B>올림포스의 주신이자 우주를 주관한다는 신들의 왕　<04>＝　<08>？
263	387	0	<04>말장난, 동음이의어, 다의어, 발음이 비슷한 단어등을 이용한 언어유희는\n<04>미궁에서 자주 쓰이는 <17>유머 <04>소재 중 하나이다.\n\n<04>그 중 발음이 비슷한 단어에 대한 예시로는 다음이 있다.\n\n<1F>두려움 <04>- <07>배 <05>(과일)\n<1F>무화과 <04>- <07>돼지\n<1F>얼굴 <04>- <07>속도\n\n<04>그렇다면 <1F>재미<04>는 <07>무엇<04>이 되겠는가?\n<05>Answer Type : Korean
264	331	0	\n<04>　　　　　ＷＩＥＲＤＭＩＳＳＥＳＳ\n<04>　　 　　Ｒ\n<04>　　　　Ｅ　　　과연답이뭐\n<04>　　 　Ｔ　　　　　　　　가\n<04>　　　Ｓ　　　　　　　　맞\n<04> 　　Ｎ　　　　법방요까을\n<04>　　Ｏ　　　　은\n<04>Ａ Ｍ　　　　　읽\n<04>　Ｓ　　　　　　는것수학계산
265	1123	0	　　　　　　　　　　　　　　<04>병사들은 나를 데리고 문 앞에 섰다. \n　　　　　　　　　　　　　　<17>금박 <04>테두리에 <06>빨간색<04>과 <1D>검정색 <04>줄무늬로 장식된 고급진 문을 열고 들어선 곳에는\n　　　　　　　　　　　　　　<04>의자 두 개와 작은 테이블이 놓여 있었다.\n　　　　　　　　　　　　　　<04>말없이 손짓으로 내게 앉을 것을 권유하는 집사의 표정을 살피며, 나는 자리에 앉았다.\n　　　　　　　　　　　　　　<04>" <1F>그들의 이름<04>을 확인해 보도록 하시겠습니까. "\n　　　　　　　　　　　　　　<04>내 앞에는 <0E>네 장의 <06>트<1D>럼<06>프 <1D>카드<04>가 놓여져 있었다.\n<13><04>┏━━━┓　┏━━━┓　┏━━━┓　┏━━━┓　\n<13><04>┃<08>５　　<04>┃　┃<1D>５　　<04>┃　┃<1D>３　　<04>┃　┃<08>４　　<04>┃　\n<13><04>┃　　　┃　┃　　　┃　┃　　　┃　┃　　　┃　\n<13><04>┃　　<08>♥<04>┃　┃　　<1D>♣<04>┃　┃　　<1D>♠<04>┃　┃　　<08>◆<04>┃　\n<13><04>┗━━━┛　┗━━━┛　┗━━━┛　┗━━━┛　
266	701	0	　\n<04>■<1E>■<04>■<1E>■<04>■<1E>■<04>■<1E>■　　　　　<1E>ＢＬＡＣＫ　ＰＡＷＮ－Ａ，Ｂ，Ｃ，Ｄ，Ｅ\n<1E>■<04>■<1E>ＡＢＣＤＥ<04>■　    　　\n<04>■<1E>■<04>■<1E>■<04>■<1E>■<04>■<1E>■　　　　　<04>ＷＨＩＴＥ　ＰＡＷＮ－Ｆ，Ｇ，Ｈ，Ｉ，Ｊ\n<1E>■<04>■<1E>■<04>■<1E>■<04>■<1E>■<04>■　    　　\n<04>■<1E>■<04>■<1E>■<04>■<1E>■<04>■<1E>■　　　　　<1E>Ａ：２　<1E>Ｂ：１　<1E>Ｃ：２　<1E>Ｄ：１　<1E>Ｅ：２\n<1E>■<04>■<1E>■<04>■<1E>■<04>■<1E>■<04>■　　　　　Ｆ：２　Ｇ：１　Ｈ：０　Ｉ：１　Ｊ：２\n<04>■<1E>■<04>ＦＧＨＩＪ<1E>■    　　　　　　　　　　　\n<1E>■<04>■<1E>■<04>■<1E>■<04>■<1E>■<04>■　　　　　<1E>흑<04>과　백이　<07>만들어　낸　것은　무엇인가？
267	1097	0	<13><04>7세그먼트 표시 장치는 A부터 G까지 7개의 획으로 숫자나 문자를 표현할 수 있다.\n\n<13><04>７세그먼트　표시　장치　　┃　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　　　　　　　　　┃　　ＡＣＤＦＧ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ａ　　　　　　　┃　　ＣＤＥＧ　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｆ　Ｂ　　　　　　┃　　ＣＤＥ　　　가　각각　ＯＮ　되었을　때　나오는　단어　＝　<08>？\n<13><04>　　　　　Ｇ　　　　　　　┃　　ＣＥＧ　　　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　Ｅ　Ｃ　　　　　　┃　　ＢＣＤＥＧ　　　　　　　　　　　　　　　　　　　　　　　　　\n<13><04>　　　　　Ｄ　　　　　　　┃　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　
268	365	0	<13><04>음이름은 7개의 각 음마다 아래의 3가지 방식으로 표현할 수 있다.\n\n<13><04>도레미식 : <1D>도레미파솔라시\n<13><04>알파벳식 : <07>ＣＤＥＦＧＡＢ\n<13><04>가나다식 : <1F>다라마바사가나\n\n<13><07>라시도<04>와 <1F>라시<04>를 묶어서 Chocolate로 나타낼 수 있다면\n<13><07>파미미레<04>와 <1F>파시시<04>를 묶어서 나타낼 수 있는 단어 = <08>？
269	307	0	　\n\n<13><04>작은　조각들이　운명처럼　이어져，큰　의미를　가진　<08>국가<04>들로　태어났다．\n\n\n<13><1C>▶　<18>▼　<1C>◀　<1C>▲　<17>Ｘ　<1C>▼　<18>▲　<04>Ｘ　<05>◀　▶\n\n\n<13><08>첫　번째　<08>국가　<04>－　<11>자메이카　　　<04>／　　　<08>두　번째　국가　<04>－　<07>？？？？？
270	476	0	<13><04>미궁에서 <19>"12"<04>를 생각하면 크게 떠오르는 것들이 있다.\n<13><04>예를 들면 탄생화&탄생석, 올림포스 12신, 십이지, 황도 12궁...\n<13><04>그리고 <19>시계<04>가 있다. <19>시계<04>는 아래와 같이 구성되어 있다.\n<13><04>１２\n<13><04>１１　　　１　\n<13><04>１０　　　　　　　２　\n<13><04>　９　　　　　　　　　　　３　\n<13><04>　８　　　　　　　４　\n<13><04>　７　　　５　\n<13><04>６\n<12><1E>［<1F>Ｘ<1E>로　페이지　이동　<1F>１／２<1E>］
271	530	0	<04>주기율표(Periodic Table)는 <17>118<04>개의 원소들을\n<07>원자번호<04>와 특성에 따라 나열한 표를 일컫는 말이다.\n\n<04>미궁에서 주기율표는 상당히 자주 쓰이는 소재 중 하나인데\n<04>영어를 숫자로 바꿀 수 있는 법 중에서 가장 잘 알려진 것 중 하나이기 때문이다.\n\n<04>예를들어 <1F>사자 <04>- <07>3 8 7 <1F>카페 <04>- <07>20 26 <04>일 때\n\n<07>74 85 68<04>을 구한 뒤 그 것을 다시 분자식으로 바꿔 각각의 <07>원자번호<04>를 순서대로 입력하라.\n\n<05>ex) CO2라면 688 입력
272	448	0	<13><04>ＫＥＹＢＯＡＲＤ（ＱＷＥＲＴＹ）\n\n<13><16>ＱＷＥＲＴＹ자판은　영어　타자기나　컴퓨터　자판에서　가장　널리　쓰이는　자판　배열이다．\n\n<13><1E>Ｑ　Ｗ　<07>３　２　<07>７　<1E>Ｙ　Ｕ　Ｉ　Ｏ　<07>１\n\n<13><1E>　Ａ　<07>４　<07>５　<1E>Ｆ　Ｇ　Ｈ　Ｊ　Ｋ　<07>６　\n\n<13><1E>　　　Ｚ　Ｘ　Ｃ　Ｖ　Ｂ　Ｎ　Ｍ　　　\n\n<13><07>１２３４４　５３６３７３<04>　를　진행해보자．
273	853	0	<13><04>로마　숫자　（ＲＯＭＥ　ＮＵＭＢＥＲ）\n\n<13><16>로마숫자는　유럽　각지에서　사용되었으나　아라비아숫자가　보급된　후　잘　사용하지　않게　되었다．\n<13><16>로마숫자는　７개의　기본　기호를　조합하여　수를　나타낸다．\n\n<13><1D>Ｉ　<1E>＝　<0F>１　　　　　　　<1D>Ｖ　<1E>＝　<0F>５　　　　　　　<1D>Ｘ　<1E>＝　<0F>１０　　　　　<1D>Ｌ　<1E>＝　<0F>５０\n<13><1D>Ｃ　<1E>＝　<0F>１００　　　　　<1D>Ｄ　<1E>＝　<0F>５００　　　　　<1D>Ｍ　<1E>＝　<0F>１０００　　　　　　　　　\n\n<13><0F>１００９　<04>는　<1D>１０００<04>（<1D>Ｍ<04>），　<1D>９<04>（<1D>ＩＸ<04>）로，　나열한다면　ＭＩＸ<04>　가　만들어진다．\n\n<13><04>그리고　<0F>１０１<04>，　<0F>６<04>，　<0F>５０　<04>를　순서대로　나열한다면　<1F>？？？？？　<04>가　만들어진다．
274	698	0	<17>태양계<04>는 태양을 중심으로 이루어진 행성계로\n\n<16>수<04>많은 천체가 태양계 안에 포함되어 있다.\n<04>지<16>금<04>으로 부터 약 46억년전에 만들어진 태양을 중심으로 하고 있으며\n<04>우리 <16>지<04>구도 이 태양계 안에 포함된다.\n<04>많은 변<16>화<04>과정을 통해 지금의 모습이 된 태양계의\n<04>대표 행성 <16>목<04>록은 다음과 같고 지구형 행성과 목성형 행성으로 나뉜다.\n<04>수금지화　목<16>토<04>천해\n<04>태양계에 속한 <16>천<04>체는 이 행성들 말고도 많지만 보통 이 8 행성을 중심으로 이야기한다.\n\n<04>위 <16>7문장<04>을 <1F>＼자세히＼ <04>본다면 무언가 <07>빠진 것<04>을 발견할 수 있을 것이다.
275	435	0	<13><04>미궁에서 <19>"12"<04>를 생각하면 크게 떠오르는 것들이 있다.\n<13><04>예를 들면 탄생화&탄생석, 올림포스 12신, 시계, 황도 12궁...\n<13><04>그리고 <19>십이지<04>가 있다. <19>십이지<04>는 아래와 같이 구성되어 있다.\n\n<13><04>자 축 인 묘 진 사 오 미 신 유 술 해\n\n<13><04>또 십이지는 12가지의 동물들을 뜻하는데\n<13><15>３<11>３<04> = Criminal，<11>１<15>１<04> = Penis 일 때\n\n<13><04>Ｑ．<11>２<15>２　<04>＝　<08>？
276	1099	0	<13><04>이 미궁이 만들어진 <07>플랫폼<04>은 기본적으로 <08>"스타크래프트" <04>이다.\n<13><04>이에 미궁 소재로서 스타크래프트 내의 <08>기능 <04>또는 <08>관련 정보<04>에 대한 문제가 나올 수 있다.\n<13><04>본 문제에선 스타 미궁의 스타 문제 유형 중 하나인 <19>UI(버튼셋)<04>를 보겠다.\n<13><06>Ｚ<04>－<06>Ｄ　　　　Ｚ<04>－<06>Ｌ　　　　<04>Ｔ－Ｇ　　　　<17>Ｐ<04>－<17>Ｈ　　　　<04>Ｔ－<1F>？\n<13><04>┏━━━┓　　┏━━━┓　　┏━━━┓　　┏━━━┓　　┏━━━┓\n<13><04>┃ＭＳＡ┃　　┃ＳＲＢ┃　　┃ＭＳＡ┃　　┃ＭＳ　┃　　┃　ＳＡ┃\n<13><04>┃　ＧＣ┃　　┃ＶＡＰ┃　　┃ＰＨ　┃　　┃ＰＨ　┃　　┃　　　┃\n<13><04>┃ＢＶＵ┃　　┃Ｈ　　┃　　┃ＣＬＮ┃　　┃ＴＬＲ┃　　┃　　　┃\n<13><04>┗━━━┛　　┗━━━┛　　┗━━━┛　　┗━━━┛　　┗━━━┛\n<13><04>위 예시는 '버튼셋 각 칸의 <03>단축키<04>'들을 보여 주고 있다.\n<13><04>앞 4개의 예시를 유추하여, 물음표에 들어갈 <1F>이름<04>을 맞춰보자.
277	908	0	\n<04>┌──────<0E>７　<08>８　<0E>１０　<08>２　１２　<0E>７<04>──────┐\n<04>│　　　　　　　　　　　　　　　　　　　　　　　　　│\n<04>│　　　　<08>ㅎ<0E>ㅏ<08>ㄱㅁ<0E>ㅜ<08>ㄴㅇ<0E>ㅡ<08>ㄹㄴ<0E>ㅓ<08>ㄹㅂㅎ<0E>ㅣ<08>ㄱ<0E>ㅗ　　　　<04>│\n<04>│　　　　<08>ㅎ<0E>ㅏ<08>ㄱㅁ<0E>ㅜ<08>ㄴㅇ<0E>ㅔ<08>ㅎ<0E>ㅣ<08>ㅁㅅㅅ<0E>ㅡ<08>ㄱ<0E>ㅗ　　　　　<04>│\n<04>│　　　　<08>ㅎ<0E>ㅏ<08>ㄱㅁ<0E>ㅜ<08>ㄴㅇ<0E>ㅡ<08>ㄹㄷ<0E>ㅏ<08>ㄱㄱㅈ<0E>ㅏ　　　　　　<04>│\n<04>│　　　　　　　　　　　　　　　　　　　　　　　　　<04>│\n<04>│　　　<08>ㅋ<0E>ㅡ<08>ㄴㅇ<0E>ㅣ<08>ㄹㅇ<0E>ㅡ<08>ㄹㅁ<0E>ㅓ<08>ㄴㅈ<0E>ㅓ<08>ㅎ<0E>ㅏ<08>ㄹ<0E>ㅏ　　　　<04>│\n<04>│<08>ㅈ<0E>ㅏ<08>ㄱㅇ<0E>ㅡ<08>ㄴㅇ<0E>ㅣ<08>ㄹㅇ<0E>ㅡ<08>ㄴㄷ<0E>ㅜㅣ<08>ㄷㄷ<0E>ㅏ<08>ㄹ<0E>ㅏ<08>ㅇ<0E>ㅗ<08>ㄴㄷ<0E>ㅏ<04>│\n<04>│　　　　　　　　　　　　　　　　　　　　　　　　　│\n<04>└─────────────────────────┘
